age,workclass,fnlwgt,education,maritial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41, Private,82049, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
36, Private,337039, Assoc-acdm, Never-married, Tech-support, Not-in-family, Black, Male,14344,0,40, England,>50K
32, Self-emp-not-inc,48014, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,<=50K
30, State-gov,112139, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
51, Private,203435, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Italy,<=50K
43, Private,403467, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7688,0,40, United-States,>50K
22, State-gov,292933, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,<=50K
45, Private,99355, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,>50K
42, Private,196029, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States,>50K
30, Private,378009, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
23, Private,87528, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States,<=50K
17, Private,159849,11th, Never-married, Protective-serv, Own-child, White, Female,0,0,30, United-States,<=50K
39, Self-emp-not-inc,274683, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States,>50K
30, Private,347132, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,<=50K
18, Private,123343,11th, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,<=50K
48, Self-emp-not-inc,191389, Some-college, Separated, Sales, Unmarried, White, Female,0,0,50, United-States,<=50K
36, Private,173804,11th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=50K
51, Private,145166, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,<=50K
40, Private,96129, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>50K
49, Federal-gov,168232, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>50K
44, Private,111275, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,38, United-States,<=50K
25, Private,99126, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States,>50K
37, Private,201141, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States,<=50K
38, Private,376025,7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<=50K
18, Private,151866, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,<=50K
39, Private,103260, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,30, United-States,>50K
45, Private,278151, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
49, Private,121602, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
21, Private,283969, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico,<=50K
40, Private,436493, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,<=50K
40, Self-emp-not-inc,242082, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,>50K
37, Private,175232, Masters, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States,>50K
46, Private,268358,11th, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,<=50K
24, Private,190457, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
50, Private,175804, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,<=50K
46, Private,27802, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
35, Private,41777,12th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States,<=50K
45, Private,125489, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States,<=50K
21, Private,241951, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States,<=50K
17, Private,41979,10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,<=50K
43, Self-emp-not-inc,241895, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,<=50K
32, Private,53373, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,<=50K
52, Self-emp-inc,179951, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
31, Private,42485, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States,<=50K
53, Federal-gov,276868, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>50K
34, Private,176185, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1741,40, United-States,<=50K
55, Private,92215, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
39, Private,22494, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
44, Self-emp-not-inc,185057, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,3325,0,40, United-States,<=50K
26, Private,159759, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,<=50K
25, Private,346159, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
62, Private,143943, Bachelors, Widowed, Tech-support, Unmarried, White, Female,0,0,7, United-States,<=50K
38, Private,248919,11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala,<=50K
43, Private,99212, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,48, United-States,>50K
64, Federal-gov,86837, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,>50K
47, Private,148995, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,>50K
37, Private,175390, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,<=50K
32, Private,206365, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,<=50K
40, Private,130760, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,<=50K
26, Private,240842, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,<=50K
28, Private,160981, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, United-States,<=50K
48, Self-emp-inc,125892, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States,>50K
17, Private,195505,10th, Never-married, Sales, Own-child, White, Male,0,0,5, United-States,<=50K
53, State-gov,123011, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,>50K
28, Local-gov,50512, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,2202,0,50, United-States,<=50K
26, Private,192652, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,<=50K
24, Private,169532, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,<=50K
24, Private,143766, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,55, United-States,<=50K
56, Private,121362, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States,<=50K
52, Self-emp-not-inc,185407, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
71, Private,137499, HS-grad, Widowed, Sales, Other-relative, White, Female,0,0,16, United-States,<=50K
51, Private,99185, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,>50K
63, Private,106023, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
46, Self-emp-not-inc,353012, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States,>50K
56, Private,238638,7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
22, Self-emp-not-inc,210165, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
27, Private,118230, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,<=50K
33, Private,162930, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Italy,<=50K
28, Self-emp-not-inc,254989,11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,<=50K
39, Private,117381, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States,<=50K
33, Private,452924, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico,<=50K
42, Self-emp-inc,23510, Masters, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,2201,60, India,>50K
22, Private,202416, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
71, Local-gov,365996, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,6, United-States,<=50K
45, Federal-gov,76008, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
30, Self-emp-not-inc,281030, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,66, United-States,<=50K
40, Private,224232, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>50K
29, State-gov,191355, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<=50K
23, Private,195767, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
54, Private,162238, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,>50K
19, Private,47577, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,<=50K
33, Private,34975, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,<=50K
27, Private,188189, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, United-States,<=50K
53, Private,29557, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
52, Self-emp-not-inc,63004, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,<=50K
45, Private,513660, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<=50K
28, Private,160731, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland,>50K
22, Private,141003, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,<=50K
19, Private,201743, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,26, United-States,<=50K
22, Private,235853,9th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
22, Private,133833, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
43, Local-gov,96102, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States,>50K
37, State-gov,166744, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,20, United-States,<=50K
52, Self-emp-not-inc,194791, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
48, Self-emp-inc,213140, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
35, Private,52738, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States,<=50K
55, Self-emp-not-inc,98361, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,<=50K
25, Private,130302, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,<=50K
25, Private,183575,11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
42, Federal-gov,172307, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States,>50K
32, Private,235847, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0,0,50, United-States,<=50K
49, Self-emp-not-inc,200471, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
48, State-gov,212954, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,>50K
26, Private,189590, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,<=50K
33, Private,205152, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,>50K
60, Self-emp-not-inc,25825, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,>50K
19, Private,323810,10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
41, Private,206066, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
32, Private,379412, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
45, Private,205100, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,>50K
28, Private,114967, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
37, Local-gov,251396, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada,>50K
45, Private,187033, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States,<=50K
73, Local-gov,232871,7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,2228,0,10, United-States,<=50K
58, Private,183870, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
23, Local-gov,210029, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,<=50K
39, Private,91367, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,45, United-States,>50K
20, Private,224640, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,<=50K
33, Private,260782, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States,>50K
30, Private,186346, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,<=50K
22, Private,385540,10th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico,<=50K
20, State-gov,41103, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,<=50K
45, Local-gov,199590, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Mexico,>50K
26, Private,161007, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, United-States,<=50K
34, Private,242984, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States,>50K
49, Private,82572, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States,<=50K
21, Private,177265, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,<=50K
60, Private,232337,7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
34, Self-emp-not-inc,123429, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,<=50K
41, Private,424478, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States,>50K
42, Private,33155, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,<=50K
32, Self-emp-not-inc,112115, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,>50K
32, Private,45796, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,<=50K
30, Private,27207,11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=50K
27, Private,153869, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,37, United-States,<=50K
41, Private,152742, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,3325,0,40, United-States,<=50K
39, Private,202937, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,>50K
22, Private,102684, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32, United-States,<=50K
48, Private,97176, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,<=50K
32, Private,249550, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States,<=50K
30, Self-emp-not-inc,166961, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,>50K
24, Private,52262, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
63, State-gov,194682, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,>50K
35, Self-emp-not-inc,241998, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=50K
44, Private,138966, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States,<=50K
33, State-gov,163110, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,<=50K
24, Private,291407, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,<=50K
56, Self-emp-not-inc,67841, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
67, Private,171584, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,6514,0,7, United-States,>50K
49, Private,250733, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,<=50K
31, Self-emp-inc,467108, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,>50K
59, State-gov,349910, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,10605,0,50, United-States,>50K
43, Private,125833, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,<=50K
37, State-gov,74163, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
18, Private,282394, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,21, United-States,<=50K
41, State-gov,47902, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,>50K
34, Self-emp-not-inc,276221,10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<=50K
30, Private,63910, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,<=50K
59, Local-gov,120617, HS-grad, Separated, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,<=50K
17, Self-emp-inc,143034,10th, Never-married, Other-service, Own-child, White, Male,0,0,4, United-States,<=50K
57, Federal-gov,414994, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
33, Private,198660, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
22, Private,107801, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
25, Private,82560, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,43, United-States,<=50K
50, Private,162327, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,<=50K
30, Private,190385, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,>50K
54, Self-emp-not-inc,310774, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
27, Private,301302, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,<=50K
68, Private,163346, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States,<=50K
17, Private,167878,11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,<=50K
30, Local-gov,194740, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
20, State-gov,432052, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,15, United-States,<=50K
24, Private,141113,7th-8th, Married-civ-spouse, Sales, Husband, White, Male,2580,0,40, United-States,<=50K
34, Private,473133, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,<=50K
38, Private,447346, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,>50K
31, Private,139822, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,>50K
25, Private,242729, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<=50K
49, Self-emp-not-inc,59612,10th, Divorced, Farming-fishing, Unmarried, White, Male,0,0,70, United-States,<=50K
34, Federal-gov,67083, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,1471,0,40, Cambodia,<=50K
53, Private,347446,9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,<=50K
30, Federal-gov,356689, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Japan,<=50K
61, Private,137733, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States,<=50K
55, Private,176012,9th, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,23, United-States,<=50K
24, Private,41838, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States,<=50K
20, Private,193586, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,18, United-States,<=50K
36, Private,145933, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,2258,70, United-States,<=50K
41, Private,137126, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States,>50K
53, Local-gov,188644,5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,<=50K
50, Private,343847, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States,>50K
43, Self-emp-inc,602513, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
37, Private,46385, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
64, Private,171373,11th, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States,<=50K
49, Private,239865,11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
68, Private,253866, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,<=50K
40, Local-gov,157240, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, United-States,<=50K
39, Private,104089, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,>50K
48, Self-emp-not-inc,265477, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=50K
53, Local-gov,82783, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,<=50K
61, Private,68268,10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,<=50K
31, Private,145377, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,<=50K
21, Private,169699, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,<=50K
43, Private,456236, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
18, Private,214617, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, United-States,<=50K
47, Federal-gov,99549, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,<=50K
39, Private,177181,7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
50, Private,150941, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,44, United-States,<=50K
56, Private,98809,7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,5013,0,45, United-States,<=50K
34, Self-emp-not-inc,100079, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,55, India,<=50K
36, Private,214378, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,>50K
41, Private,279914, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,>50K
64, Federal-gov,301383, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,45, United-States,>50K
42, Self-emp-inc,152071, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Cuba,>50K
21, Private,205759, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
38, Private,455379, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,63, United-States,>50K
39, Federal-gov,99146, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,60, United-States,>50K
68, Private,117236, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,45, United-States,>50K
90, Private,90523, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,99, United-States,<=50K
41, Private,469454, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
18, Private,298860,11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,<=50K
47, Private,160474, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States,>50K
32, State-gov,198211, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,<=50K
62, Private,113440, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,<=50K
27, Private,68037, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,<=50K
20, Private,196678,12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
32, Private,184207, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
28, Private,186720, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States,<=50K
48, Local-gov,31264, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,5178,0,40, United-States,>50K
46, Private,325372, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
44, Private,111067, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
49, Self-emp-inc,26502, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,6497,0,45, United-States,<=50K
19, Private,41745, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,<=50K
43, Self-emp-not-inc,130126, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
30, Private,231263, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
41, State-gov,355756, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<=50K
30, Private,236599, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,<=50K
46, Local-gov,327886, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
39, Private,98941, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
38, Private,335104, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,<=50K
36, Private,226013, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,5178,0,40, United-States,>50K
33, Self-emp-not-inc,361497, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<=50K
34, Private,226629, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Mexico,<=50K
59, Self-emp-not-inc,199240, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, England,<=50K
